old_token,new_token,rule
FUN_0047249c,recovered_fn_0037249c,function-name normalization
FUN_004724e8,recovered_fn_003724e8,function-name normalization
FUN_004724f4,recovered_fn_003724f4,function-name normalization
FUN_00472538,recovered_fn_00372538,function-name normalization
FUN_00472540,recovered_fn_00372540,function-name normalization
FUN_00472564,recovered_fn_00372564,function-name normalization
FUN_00472570,recovered_fn_00372570,function-name normalization
FUN_004725e0,recovered_fn_003725e0,function-name normalization
FUN_004725ec,recovered_fn_003725ec,function-name normalization
FUN_004725f8,recovered_fn_003725f8,function-name normalization
FUN_00472664,recovered_fn_00372664,function-name normalization
FUN_00472670,recovered_fn_00372670,function-name normalization
FUN_004726b4,recovered_fn_003726b4,function-name normalization
FUN_004726c0,recovered_fn_003726c0,function-name normalization
FUN_004726cc,recovered_fn_003726cc,function-name normalization
FUN_004726d8,recovered_fn_003726d8,function-name normalization
FUN_004726e4,recovered_fn_003726e4,function-name normalization
FUN_00472750,recovered_fn_00372750,function-name normalization
FUN_00472760,recovered_fn_00372760,function-name normalization
FUN_00472768,recovered_fn_00372768,function-name normalization
FUN_0047278c,recovered_fn_0037278c,function-name normalization
FUN_00472798,recovered_fn_00372798,function-name normalization
FUN_004727a4,recovered_fn_003727a4,function-name normalization
FUN_004727b0,recovered_fn_003727b0,function-name normalization
FUN_004727c0,recovered_fn_003727c0,function-name normalization
FUN_004727cc,recovered_fn_003727cc,function-name normalization
FUN_004727d8,recovered_fn_003727d8,function-name normalization
FUN_004727e4,recovered_fn_003727e4,function-name normalization
FUN_004727f0,recovered_fn_003727f0,function-name normalization
FUN_00472820,recovered_fn_00372820,function-name normalization
FUN_00472830,recovered_fn_00372830,function-name normalization
FUN_0047283c,recovered_fn_0037283c,function-name normalization
FUN_0047287c,recovered_fn_0037287c,function-name normalization
FUN_00472888,recovered_fn_00372888,function-name normalization
FUN_00472894,recovered_fn_00372894,function-name normalization
FUN_004728e0,recovered_fn_003728e0,function-name normalization
FUN_004728ec,recovered_fn_003728ec,function-name normalization
FUN_00472960,recovered_fn_00372960,function-name normalization
FUN_00472968,recovered_fn_00372968,function-name normalization
FUN_0047298c,recovered_fn_0037298c,function-name normalization
FUN_00472998,recovered_fn_00372998,function-name normalization
FUN_004729cc,recovered_fn_003729cc,function-name normalization
FUN_004729d8,recovered_fn_003729d8,function-name normalization
FUN_00472a48,recovered_fn_00372a48,function-name normalization
FUN_00472a54,recovered_fn_00372a54,function-name normalization
FUN_00472aa4,recovered_fn_00372aa4,function-name normalization
FUN_00472aac,recovered_fn_00372aac,function-name normalization
FUN_00472ad0,recovered_fn_00372ad0,function-name normalization
FUN_00472adc,recovered_fn_00372adc,function-name normalization
FUN_00472b3c,recovered_fn_00372b3c,function-name normalization
FUN_00472b48,recovered_fn_00372b48,function-name normalization
FUN_00472b8c,recovered_fn_00372b8c,function-name normalization
FUN_00472b98,recovered_fn_00372b98,function-name normalization
FUN_00472ba4,recovered_fn_00372ba4,function-name normalization
FUN_00472be4,recovered_fn_00372be4,function-name normalization
FUN_00472bf0,recovered_fn_00372bf0,function-name normalization
FUN_00472c50,recovered_fn_00372c50,function-name normalization
FUN_00472c5c,recovered_fn_00372c5c,function-name normalization
FUN_00472c68,recovered_fn_00372c68,function-name normalization
FUN_00472ca8,recovered_fn_00372ca8,function-name normalization
FUN_00472cb0,recovered_fn_00372cb0,function-name normalization
FUN_00472cd4,recovered_fn_00372cd4,function-name normalization
FUN_00472ce4,recovered_fn_00372ce4,function-name normalization
FUN_00472cf4,recovered_fn_00372cf4,function-name normalization
FUN_00472d04,recovered_fn_00372d04,function-name normalization
FUN_00472d10,recovered_fn_00372d10,function-name normalization
FUN_00472d40,recovered_fn_00372d40,function-name normalization
FUN_00472d4c,recovered_fn_00372d4c,function-name normalization
FUN_00472d90,recovered_fn_00372d90,function-name normalization
FUN_00472d98,recovered_fn_00372d98,function-name normalization
FUN_00472dbc,recovered_fn_00372dbc,function-name normalization
FUN_00472dc8,recovered_fn_00372dc8,function-name normalization
FUN_00472e28,recovered_fn_00372e28,function-name normalization
FUN_00472e34,recovered_fn_00372e34,function-name normalization
FUN_00472e40,recovered_fn_00372e40,function-name normalization
FUN_00472e90,recovered_fn_00372e90,function-name normalization
FUN_00472e9c,recovered_fn_00372e9c,function-name normalization
FUN_00472efc,recovered_fn_00372efc,function-name normalization
FUN_00472f0c,recovered_fn_00372f0c,function-name normalization
FUN_00472f18,recovered_fn_00372f18,function-name normalization
FUN_00472f28,recovered_fn_00372f28,function-name normalization
FUN_00472f34,recovered_fn_00372f34,function-name normalization
FUN_00472f40,recovered_fn_00372f40,function-name normalization
FUN_00472f4c,recovered_fn_00372f4c,function-name normalization
FUN_00472fb0,recovered_fn_00372fb0,function-name normalization
FUN_00472fc0,recovered_fn_00372fc0,function-name normalization
FUN_00472fcc,recovered_fn_00372fcc,function-name normalization
FUN_00472fd8,recovered_fn_00372fd8,function-name normalization
FUN_00473018,recovered_fn_00373018,function-name normalization
FUN_00473024,recovered_fn_00373024,function-name normalization
FUN_00473030,recovered_fn_00373030,function-name normalization
FUN_0047303c,recovered_fn_0037303c,function-name normalization
FUN_00473080,recovered_fn_00373080,function-name normalization
FUN_0047308c,recovered_fn_0037308c,function-name normalization
FUN_004730dc,recovered_fn_003730dc,function-name normalization
FUN_004730e4,recovered_fn_003730e4,function-name normalization
FUN_00473108,recovered_fn_00373108,function-name normalization
FUN_00473114,recovered_fn_00373114,function-name normalization
FUN_00473154,recovered_fn_00373154,function-name normalization
FUN_00473160,recovered_fn_00373160,function-name normalization
FUN_004731c8,recovered_fn_003731c8,function-name normalization
FUN_004731d0,recovered_fn_003731d0,function-name normalization
FUN_004731f4,recovered_fn_003731f4,function-name normalization
FUN_00473200,recovered_fn_00373200,function-name normalization
FUN_0047325c,recovered_fn_0037325c,function-name normalization
FUN_00473268,recovered_fn_00373268,function-name normalization
FUN_004732d4,recovered_fn_003732d4,function-name normalization
FUN_004732e0,recovered_fn_003732e0,function-name normalization
FUN_004732f0,recovered_fn_003732f0,function-name normalization
FUN_004732f8,recovered_fn_003732f8,function-name normalization
FUN_0047331c,recovered_fn_0037331c,function-name normalization
FUN_00473328,recovered_fn_00373328,function-name normalization
FUN_00473334,recovered_fn_00373334,function-name normalization
FUN_00473340,recovered_fn_00373340,function-name normalization
FUN_004733ac,recovered_fn_003733ac,function-name normalization
FUN_004733b8,recovered_fn_003733b8,function-name normalization
FUN_004733c4,recovered_fn_003733c4,function-name normalization
FUN_00473414,recovered_fn_00373414,function-name normalization
FUN_00473420,recovered_fn_00373420,function-name normalization
FUN_0047345c,recovered_fn_0037345c,function-name normalization
FUN_00473468,recovered_fn_00373468,function-name normalization
FUN_00473474,recovered_fn_00373474,function-name normalization
FUN_00473480,recovered_fn_00373480,function-name normalization
FUN_004734d4,recovered_fn_003734d4,function-name normalization
FUN_004734e0,recovered_fn_003734e0,function-name normalization
FUN_0047353c,recovered_fn_0037353c,function-name normalization
FUN_00473548,recovered_fn_00373548,function-name normalization
FUN_00473578,recovered_fn_00373578,function-name normalization
FUN_00473584,recovered_fn_00373584,function-name normalization
FUN_004735d8,recovered_fn_003735d8,function-name normalization
FUN_004735e4,recovered_fn_003735e4,function-name normalization
FUN_004735f0,recovered_fn_003735f0,function-name normalization
FUN_00473624,recovered_fn_00373624,function-name normalization
FUN_00473630,recovered_fn_00373630,function-name normalization
FUN_00473684,recovered_fn_00373684,function-name normalization
FUN_00473694,recovered_fn_00373694,function-name normalization
FUN_004736a0,recovered_fn_003736a0,function-name normalization
FUN_00473710,recovered_fn_00373710,function-name normalization
FUN_0047371c,recovered_fn_0037371c,function-name normalization
FUN_0047378c,recovered_fn_0037378c,function-name normalization
FUN_00473798,recovered_fn_00373798,function-name normalization
FUN_004737a8,recovered_fn_003737a8,function-name normalization
FUN_004737b8,recovered_fn_003737b8,function-name normalization
FUN_004737c4,recovered_fn_003737c4,function-name normalization
FUN_004737f8,recovered_fn_003737f8,function-name normalization
FUN_00473804,recovered_fn_00373804,function-name normalization
FUN_00473838,recovered_fn_00373838,function-name normalization
FUN_00473844,recovered_fn_00373844,function-name normalization
FUN_00473878,recovered_fn_00373878,function-name normalization
FUN_00473888,recovered_fn_00373888,function-name normalization
FUN_00473898,recovered_fn_00373898,function-name normalization
FUN_004738a8,recovered_fn_003738a8,function-name normalization
FUN_004738b4,recovered_fn_003738b4,function-name normalization
FUN_004738c0,recovered_fn_003738c0,function-name normalization
FUN_004738d0,recovered_fn_003738d0,function-name normalization
FUN_004738e0,recovered_fn_003738e0,function-name normalization
FUN_004738ec,recovered_fn_003738ec,function-name normalization
FUN_004738f8,recovered_fn_003738f8,function-name normalization
FUN_00473904,recovered_fn_00373904,function-name normalization
FUN_00473948,recovered_fn_00373948,function-name normalization
FUN_00473954,recovered_fn_00373954,function-name normalization
FUN_0047395c,recovered_fn_0037395c,function-name normalization
FUN_00473980,recovered_fn_00373980,function-name normalization
FUN_0047398c,recovered_fn_0037398c,function-name normalization
FUN_004739f8,recovered_fn_003739f8,function-name normalization
FUN_00473a04,recovered_fn_00373a04,function-name normalization
FUN_00473a54,recovered_fn_00373a54,function-name normalization
FUN_00473a60,recovered_fn_00373a60,function-name normalization
FUN_00473a6c,recovered_fn_00373a6c,function-name normalization
FUN_00473a78,recovered_fn_00373a78,function-name normalization
FUN_00473a84,recovered_fn_00373a84,function-name normalization
FUN_00473a90,recovered_fn_00373a90,function-name normalization
FUN_00473a9c,recovered_fn_00373a9c,function-name normalization
FUN_00473aa4,recovered_fn_00373aa4,function-name normalization
FUN_00473ac8,recovered_fn_00373ac8,function-name normalization
FUN_00473ad4,recovered_fn_00373ad4,function-name normalization
FUN_00473b34,recovered_fn_00373b34,function-name normalization
FUN_00473b40,recovered_fn_00373b40,function-name normalization
FUN_00473b94,recovered_fn_00373b94,function-name normalization
FUN_00473ba0,recovered_fn_00373ba0,function-name normalization
FUN_00473be4,recovered_fn_00373be4,function-name normalization
FUN_00473bf0,recovered_fn_00373bf0,function-name normalization
FUN_00473c40,recovered_fn_00373c40,function-name normalization
FUN_00473c50,recovered_fn_00373c50,function-name normalization
FUN_00473c60,recovered_fn_00373c60,function-name normalization
FUN_00473c70,recovered_fn_00373c70,function-name normalization
FUN_00473c7c,recovered_fn_00373c7c,function-name normalization
FUN_00473c8c,recovered_fn_00373c8c,function-name normalization
FUN_00473c98,recovered_fn_00373c98,function-name normalization
FUN_00473ca8,recovered_fn_00373ca8,function-name normalization
FUN_00473cb4,recovered_fn_00373cb4,function-name normalization
FUN_00473cf8,recovered_fn_00373cf8,function-name normalization
FUN_00473d08,recovered_fn_00373d08,function-name normalization
FUN_00473d18,recovered_fn_00373d18,function-name normalization
FUN_00473d24,recovered_fn_00373d24,function-name normalization
FUN_00473d64,recovered_fn_00373d64,function-name normalization
FUN_00473d74,recovered_fn_00373d74,function-name normalization
FUN_00473d80,recovered_fn_00373d80,function-name normalization
FUN_00473d90,recovered_fn_00373d90,function-name normalization
FUN_00473d9c,recovered_fn_00373d9c,function-name normalization
FUN_00473da8,recovered_fn_00373da8,function-name normalization
FUN_00473e08,recovered_fn_00373e08,function-name normalization
FUN_00473e14,recovered_fn_00373e14,function-name normalization
FUN_00473e54,recovered_fn_00373e54,function-name normalization
FUN_00473e60,recovered_fn_00373e60,function-name normalization
FUN_00473ebc,recovered_fn_00373ebc,function-name normalization
FUN_00473ecc,recovered_fn_00373ecc,function-name normalization
FUN_00473ed8,recovered_fn_00373ed8,function-name normalization
FUN_00473ee8,recovered_fn_00373ee8,function-name normalization
FUN_00473ef8,recovered_fn_00373ef8,function-name normalization
FUN_00473f04,recovered_fn_00373f04,function-name normalization
FUN_00473f38,recovered_fn_00373f38,function-name normalization
FUN_00473f44,recovered_fn_00373f44,function-name normalization
FUN_00473f88,recovered_fn_00373f88,function-name normalization
FUN_00473f94,recovered_fn_00373f94,function-name normalization
FUN_00473fc8,recovered_fn_00373fc8,function-name normalization
FUN_00473fd4,recovered_fn_00373fd4,function-name normalization
FUN_00474030,recovered_fn_00374030,function-name normalization
FUN_0047403c,recovered_fn_0037403c,function-name normalization
FUN_00474044,recovered_fn_00374044,function-name normalization
FUN_00474068,recovered_fn_00374068,function-name normalization
FUN_00474074,recovered_fn_00374074,function-name normalization
